Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Funding Details,Funding Text 1,Funding Text 2,Funding Text 3,Funding Text 4,Funding Text 5,Funding Text 6,Funding Text 7,Funding Text 8,Funding Text 9,Funding Text 10,Language of Original Document,Document Type,Publication Stage,Open Access,Source,EID
"Kleemann R., Petry V.J.","57221446550;57221447571;","A pedagogical imagination exercise development from an interdisciplinary methodological proposal [Desenvolvimento de um exercício de imaginação pedagógica a partir de uma proposta metodológica interdisciplinar]",2021,"Investigacoes em Ensino de Ciencias","25","3",,"232","251",,,"10.22600/1518-8795.IENCI2020V25N3P232","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099133522&doi=10.22600%2f1518-8795.IENCI2020V25N3P232&partnerID=40&md5=c8fd6aac8103e519a339c0d6c42ca3bc","Universidade Federal do Rio Grande - FURG, Avenida Itália, km 8, Bairro Carreiros, Rio Grande, Rio Grande do Sul, Brazil; Universidade Federal da Fronteira Sul - UFFS, Rodovia SC 484 - Km 02, Chapecó, Santa Catarina, Brazil","Kleemann, R., Universidade Federal do Rio Grande - FURG, Avenida Itália, km 8, Bairro Carreiros, Rio Grande, Rio Grande do Sul, Brazil; Petry, V.J., Universidade Federal da Fronteira Sul - UFFS, Rodovia SC 484 - Km 02, Chapecó, Santa Catarina, Brazil","Establish interdisciplinary relationships in the teaching-learning process is of fundamental importance from the perspective of working on concepts from different disciplines, based on a problem situation. Thus, for the present work, a teaching methodological proposal was developed, aiming at an interdisciplinary work in the approach of Mathematics and Physics concepts, and, from this, a pedagogical imagination exercise was triggered. This exercise aimed to identify possibilities and potentialities in relation to the contents and concepts to be explored in solving the problem described in the proposal and counted on the participation of teachers from the two disciplines involved in high school. Interactive virtual learning objects (OVA) were developed, using the GeoGebra software, in order to provide geometric and algebraic visualization of properties related to the proposed problem situation. The data collected during the research were subjected to a discourse analysis in which new possibilities of content and concepts to be worked out from the application of the proposal were evidenced. The results indicate that the use of problem situations with interdisciplinary relations and OVA are favorable characteristics for obtaining satisfactory results in teaching practice, and the pedagogical imagination exercise with teachers brought contributions to their continuing education, and to their interaction with the technological resources available, with a view to being used in your classes. © 2020 Universidade Federal do Rio Grande do Sul, Instituto de Fisica. All rights reserved.","Interdisciplinary relations; Methodological proposal; Pedagogical imagination; Virtual learning objects",,"Fundação de Amparo à Pesquisa e Inovação do Estado de Santa Catarina, FAPESC: 2018TR1514","A pesquisa abordada neste trabalho teve apoio financeiro da Capes por meio de pagamento de bolsa de mestrado para um dos autores, c?digo de vincula??o 5618414 e da FAPESC por meio do projeto de pesquisa com termo de outorga 2018TR1514.",,,,,,,,,,"Portuguese",Article,"Final","",Scopus,2-s2.0-85099133522
"Alves F.R.V.","57221446878;","Professional didactics (PD) and didactics of sciences and mathematics: Implications for teacher's work [Didática profissional (DP) e a didática das ciências e matemática (DCEM): Uma perspectiva de complementaridade e implicações para o trabalho do professor]",2021,"Investigacoes em Ensino de Ciencias","25","3",,"397","432",,,"10.22600/1518-8795.IENCI2020V25N3P397","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099117069&doi=10.22600%2f1518-8795.IENCI2020V25N3P397&partnerID=40&md5=ccd2185314042a46bf5387cba3a4eb77","Nacional de Desenvolvimento Científico e Tecnológico CNPQ, PQ2 Instituto Federal de Educação, Ciências e Tecnologia do Estado do Ceará, Av. Treze de Maio, 2081, Benfica, Fortaleza - CE, Brazil","Alves, F.R.V., Nacional de Desenvolvimento Científico e Tecnológico CNPQ, PQ2 Instituto Federal de Educação, Ciências e Tecnologia do Estado do Ceará, Av. Treze de Maio, 2081, Benfica, Fortaleza - CE, Brazil","The French branch known as Professional Didactics - DP (Didactiques Professionnelles) constitutes a branch of research recognized and scientifically active, above all, when we see the interest in the phenomena of learning, training and analysis of the development of professional competence, objectified in the workplace. Some of its assumptions and, in particular, in a field of confluence and contribution of certain study strands, make it possible to glimpse repercussions for the description of the teacher's activity in the teaching of specific subjects, namely in the field of Didactics of Science and Mathematics (DCeM). Thus, from an extensive systematic literature review (Okoli, 2015), the paper points to and describes important aspects of PD, with the aim of extracting timely implications and also aiming to broaden the analysis of the role of the teacher, viewed as a worker or ""education operator"", within phenomena that, often exceed the limits of the classroom. Finally, a perspective of complementarity, involving a certain content of novelty, correlative to the use of PD and DCeM may contribute to the creation of a scenario of further applications and investigations about teacher education and professional competence, which is not discussed in our country, according to the perspective adopted here. © 2020 Universidade Federal do Rio Grande do Sul, Instituto de Fisica. All rights reserved.","Didatics of disciplines; Profissional competence; Profissional didactics",,,"Agradecemos ao suporte e apoio financeiro concedido pelo Conselho Nacional de Desenvolvimento Cient?fico e Tecnol?gico - CNPq para o desenvolvimento dessa pesquisa no Brasil.",,,,,,,,,,"Portuguese",Article,"Final","",Scopus,2-s2.0-85099117069
"de MORAIS E.F., FELIX F.A., SANTOS J.L.D.M.D., MARTINS H.D.D., BARBOZA C.A.G., FREITAS R.D.A.","56073529100;57219942512;57219984816;57209022372;56380210800;57209300154;","YouTube™ and oral lichen planus: an appraisal of the educational quality of information",2021,"Australasian Journal of Educational Technology","35",,,"48","60",,,"10.14742/ajet.5521","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097518966&doi=10.14742%2fajet.5521&partnerID=40&md5=c05a7ae73757c821b718cd7aa48b8f9d","Universidade Federal do Rio Grande do, Norte – UFRN, Health Sciences Center, Department of Oral Pathology, Natal, RN, Brazil","de MORAIS, E.F., Universidade Federal do Rio Grande do, Norte – UFRN, Health Sciences Center, Department of Oral Pathology, Natal, RN, Brazil; FELIX, F.A., Universidade Federal do Rio Grande do, Norte – UFRN, Health Sciences Center, Department of Oral Pathology, Natal, RN, Brazil; SANTOS, J.L.D.M.D., Universidade Federal do Rio Grande do, Norte – UFRN, Health Sciences Center, Department of Oral Pathology, Natal, RN, Brazil; MARTINS, H.D.D., Universidade Federal do Rio Grande do, Norte – UFRN, Health Sciences Center, Department of Oral Pathology, Natal, RN, Brazil; BARBOZA, C.A.G., Universidade Federal do Rio Grande do, Norte – UFRN, Health Sciences Center, Department of Oral Pathology, Natal, RN, Brazil; FREITAS, R.D.A., Universidade Federal do Rio Grande do, Norte – UFRN, Health Sciences Center, Department of Oral Pathology, Natal, RN, Brazil","The objective of this study was to analyze the quality of videos on oral lichen planus (OLP) available in YouTubeTM. A cross-sectional analytical study was conducted by searching the video sharing platform YouTube™. Videos aimed at clarifying the etiological and clinical characteristics, diagnostic criteria, treatment, and prognosis of OLP were included. A total of 481 videos were retrieved and 37 were included in the study according to the selection criteria established. Most of the videos evaluated (86.5%; n = 32) were produced by independent users. The average reliability was 1.8 and quality assessment classified only three videos (8.1%) as having good/excellent quality. A significant correlation was observed between the length of the video analyzed and its quality and reliability (p &lt; 0.05), as well as between the reliability and usefulness of the video (p = 0.03). YouTubeTM has become a leading source of information for the general population. However, a significant number of these videos have a low quality. Students, professionals, and healthcare providers must be more actively involved in providing clear, accurate, and reliable evidence-based information in an accessible language in order to enable significant improvement in patient care delivery. © 2020","Health Communication; Lichen Planus; Oral; Self-Directed Learning as Topic",,"Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES; Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq; Universidade Federal do Rio Grande do Norte, UFRN","This study was supported by Postgraduate Program in Oral Pathology of the UFRN and Coordination for the Improvement of Higher Education Personnel - CAPES. RAF is a Research Productivity Fellows at National Council for Scientific and Technological Development - CNPq.",,,,,,,,,,"English",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85097518966
"Conceição A.N., Correia P.R.M.","57221446629;7006210661;","Why is defining the focus question of concept maps important? The identification of superficial maps without conceptual errors [Por que definir a pergunta focal dos mapas conceituais é importante? A identificação de mapas superficiais sem erros conceituais]",2020,"Investigacoes em Ensino de Ciencias","25","3",,"471","486",,,"10.22600/1518-8795.IENCI2020V25N3P471","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099170618&doi=10.22600%2f1518-8795.IENCI2020V25N3P471&partnerID=40&md5=3a06ad5480d7a4663a2ccd7a1803d89f","Programa de Pós-Graduação Interunidades em Ensino de Ciências, Universidade de São Paulo, Rua do Matão, 1371, São Paulo, SP, Brazil; Escola de Artes, Ciências e Humanidades, Universidade de São Paulo, Rua Arlindo Béttio, 1000, São Paulo, SP, Brazil","Conceição, A.N., Programa de Pós-Graduação Interunidades em Ensino de Ciências, Universidade de São Paulo, Rua do Matão, 1371, São Paulo, SP, Brazil; Correia, P.R.M., Escola de Artes, Ciências e Humanidades, Universidade de São Paulo, Rua Arlindo Béttio, 1000, São Paulo, SP, Brazil","Concept maps (CMs) are propositional networks set up to answer a focus question. Unfortunately, the literature tends to neglect the focus question role, and the identification of superficial conceptual maps, even if conceptually correct, does not happen. In this paper, an analysis of clusters was carried out based on the performance of students in a questionnaire containing items related to the themes of scientific thought, classical astronomy, and modern astronomy to group students according to their levels of conceptual understanding. The performance of students in each group was used to discuss the features of the CMs built during an assessment task in a Higher Education course. The CMs were analyzed based on the semantic clarity and conceptual correction of the propositions and the appropriateness of the content to address the focus question. The students who best represented their conceptual schema, built maps with a large number of appropriate propositions, and answered in a larger proportion to the focus question, were also those who obtained the best performances in the questionnaire. From the results, it is possible to conclude that the reading of the semantic content of the CMs reveals the students' conceptual understanding. The critical role of the focus question should be considered in activities involving the construction of CMs to identify superficial maps without conceptual errors. © 2020 Universidade Federal do Rio Grande do Sul, Instituto de Fisica. All rights reserved.","Assessment; Concept maps; Focal question; Semantic analysis",,,,,,,,,,,,,"Portuguese",Article,"Final","",Scopus,2-s2.0-85099170618
"Benicio M.A., de Mello Arruda S., Passos M.M.","57221441091;57188845876;57188849592;","Students actions and relationship to knowledge in mathematics, physics and chemistry [Ações discentes e a relação com o saber em aulas de matemática, física e química]",2020,"Investigacoes em Ensino de Ciencias","25","3",,"86","107",,,"10.22600/1518-8795.IENCI2020V25N3P86","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099137907&doi=10.22600%2f1518-8795.IENCI2020V25N3P86&partnerID=40&md5=f40832f3f4f8baec7a76b54e71d29a86","Instituto Federal do Paraná, Rodovia PR 160, km 19,5. Telêmaco Borba, Paraná, Brazil; Universidade Estadual de Londrina, Campus Universitário., Rodovia Celso Garcia Cid PR 445, Km 380, Londrina, Paraná, Brazil","Benicio, M.A., Instituto Federal do Paraná, Rodovia PR 160, km 19,5. Telêmaco Borba, Paraná, Brazil; de Mello Arruda, S., Universidade Estadual de Londrina, Campus Universitário., Rodovia Celso Garcia Cid PR 445, Km 380, Londrina, Paraná, Brazil; Passos, M.M., Universidade Estadual de Londrina, Campus Universitário., Rodovia Celso Garcia Cid PR 445, Km 380, Londrina, Paraná, Brazil","This article presents a proposal for the analysis of student actions and didactic-pedagogical relationships established in Mathematics, Physics and Chemistry classes in a course of High School and Integrated Technician of the Federal Institute of Paraná, Brazil. The research has as theoretical support the concepts of relationship to knowledge (Charlot, 2000), activity and action (Leontiev, 2014) and a theoretical-methodological instrument developed by the Arruda, Benicio e Passos (2017), called Student Matrix. The research question was: how the student actions are related to knowledge, teaching and learning in Mathematics, Physics and Chemistry classes? The methodological procedures were based on Discursive Textual Analysis. The documents investigated (field notes and the transcriptions of the audio and video recordings) were collected during observation of the classes. The analyzes pointed that for the student relation to the teacher and his/her teaching: in the epistemic dimension there was a predominance of actions concerning the organization; in the personal dimension the organization was also highlighted besides the actions of interaction of learning with the teacher; in the social dimension, actions of a dispersive nature stood out. When we focus on the student relationship with his own learning we have: for the epistemic and personal dimensions the actions related to the interaction with the teacher were more frequent; in the social dimension the social interactions that dispersed the students of the class activities were maintained. No actions were found to indicate how students evaluated the teacher's relationship with professional and/or school knowledge. © 2020 Universidade Federal do Rio Grande do Sul, Instituto de Fisica. All rights reserved.","Learning; Relationship to knowledge; Student action; Student Matrix",,,,,,,,,,,,,"Portuguese",Article,"Final","",Scopus,2-s2.0-85099137907
"Jiménez-Ramírez O., Cárdenas-Valderrama J.A., Ordoñez-Sánchez A.A., Quiroz-Juárez M.A., Vázquez-Medina R.","24450648800;57208123443;57208126294;54973715500;15732219400;","Digital proportional-derivative controller implemented in low-resource microcontrollers",2020,"Computer Applications in Engineering Education","28","6",,"1671","1682",,,"10.1002/cae.22346","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092349328&doi=10.1002%2fcae.22346&partnerID=40&md5=75c393f9d4d6ad0e55d971dfaf066a8d","Instituto Politécnico Nacional, Escuela Superior de Ingeniería Mecánica y Eléctrica, Ciudad de México, Mexico; Instituto de Ciencias Nucleares, Universidad Nacional Autónoma de México, Ciudad de México, Mexico; Instituto Politécnico Nacional, Centro de Investigación en Ciencia Aplicada y Tecnología Avanzada, Querétaro, Mexico","Jiménez-Ramírez, O., Instituto Politécnico Nacional, Escuela Superior de Ingeniería Mecánica y Eléctrica, Ciudad de México, Mexico; Cárdenas-Valderrama, J.A., Instituto Politécnico Nacional, Escuela Superior de Ingeniería Mecánica y Eléctrica, Ciudad de México, Mexico; Ordoñez-Sánchez, A.A., Instituto Politécnico Nacional, Escuela Superior de Ingeniería Mecánica y Eléctrica, Ciudad de México, Mexico; Quiroz-Juárez, M.A., Instituto de Ciencias Nucleares, Universidad Nacional Autónoma de México, Ciudad de México, Mexico; Vázquez-Medina, R., Instituto Politécnico Nacional, Centro de Investigación en Ciencia Aplicada y Tecnología Avanzada, Querétaro, Mexico","The use of software and microcontrollers helps engineering students to gain a better understanding of the different concepts and algorithms of digital control theory, which they can apply in their professional work in industrial environments. Typically, these digital control concepts and algorithms are implemented in high-resources microcontrollers; nevertheless, we show that they can also be implemented in low-resource devices, helping students to acquire fundamental knowledge and develop long-term skills to solve real problems from the learning they achieve in their undergraduate educational programs in control or computer engineering. For this purpose, we provide an algorithm to synthesize a digital proportional-derivative controller oriented to low-resource microcontrollers (microcontrollers without floating-point unit). This algorithm allows implementing solutions for classic controllers in low-resource microcontrollers applied to academic and technological fields. This algorithm reduces the excessive amount of execution time in a low-resource microcontroller, it works with integer numbers and it is designed to implement fast classical controllers, which typically are performed with floating-point operations. Furthermore, we present a brief description of the implemented electronic circuit, serving as a guide for students to develop their own circuits. The experimental results show that the proposed algorithm can be successfully applied to an electromagnetic levitation system, which is commonly used in the academic training of electronics and control engineers, mainly due to its unstable nature. In this case, although the levitation system has a small time constant, the proposed algorithm appropriately leads the system to a stable regime. © 2020 Wiley Periodicals LLC","control engineering; control systems; electromagnetic levitation system; experimental learning; PD algorithm","Digital arithmetic; Digital control systems; Digital devices; Electromagnetic propulsion; Microcontrollers; Personnel training; Students; Classical controllers; Computer engineering; Electromagnetic levitation system; Floating point operations; Floating point units; Industrial environments; Proportional-derivative controllers; Small time constants; Controllers","Instituto Politécnico Nacional, IPN: SIP 20201156, SIP–20200445; Consejo Nacional de Ciencia y Tecnología, CONACYT: CB‐2016‐01/284372","Jose A. Cárdenas–Valderrama (CVU–715903) and Alejandro. A. Ordóñez–Sánchez (CVU–823080) thank their scholarship provided by CONACyT. Omar Jiménez–Ramírez and Ruben Vázquez–Medina thank financial support from IPN–México, through grants SIP 20201156 and SIP–20200445, respectively. Mario A. Quiroz‐Juárez thankfully acknowledges financial support by CONACYT under the project CB‐2016‐01/284372.",,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-85092349328
"Gallardo-Rodríguez J.J., Ruiz-Ortega A., Navarro-López E., del Carmen Cerón-García M., Beas-Catena A., Sánchez-Mirón A., García-Camacho F.","22634571800;57209286192;57204236224;35610426300;45661020000;56440322800;6603869010;","Improving the learning of thickening design through graphical methods with the freeware software SMath studio",2020,"Computer Applications in Engineering Education","28","6",,"1391","1405",,,"10.1002/cae.22308","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088583455&doi=10.1002%2fcae.22308&partnerID=40&md5=646bfa643ae722a7a0544c89fddfb27d","Department of Chemical Engineering, Higher Engineering School, University of Almería, Almería, Spain; Department of Chemical Engineering, Faculty of Engineering, University Concepción, Concepción, Chile; Department of Humanities, Faculty of Education and Social Sciences, Andrés Bello University, Concepción, Chile","Gallardo-Rodríguez, J.J., Department of Chemical Engineering, Higher Engineering School, University of Almería, Almería, Spain, Department of Chemical Engineering, Faculty of Engineering, University Concepción, Concepción, Chile; Ruiz-Ortega, A., Department of Humanities, Faculty of Education and Social Sciences, Andrés Bello University, Concepción, Chile; Navarro-López, E., Department of Chemical Engineering, Higher Engineering School, University of Almería, Almería, Spain; del Carmen Cerón-García, M., Department of Chemical Engineering, Higher Engineering School, University of Almería, Almería, Spain; Beas-Catena, A., Department of Chemical Engineering, Higher Engineering School, University of Almería, Almería, Spain, Department of Chemical Engineering, Faculty of Engineering, University Concepción, Concepción, Chile, Department of Humanities, Faculty of Education and Social Sciences, Andrés Bello University, Concepción, Chile; Sánchez-Mirón, A., Department of Chemical Engineering, Higher Engineering School, University of Almería, Almería, Spain; García-Camacho, F., Department of Chemical Engineering, Higher Engineering School, University of Almería, Almería, Spain","Thickening consists of separating parts of a suspension by sedimentation under the force of gravity, to obtain a denser product and a clarified liquid. Depending on which part is needed to recover, the denser product or the pure liquid, we use the term thickening or clarification to define these operations. Thickener design is compulsory for chemical engineering (CE) curricula and is usually introduced in courses related to unit operations. Thickening design problems are solved by geometric methods (e.g., Coe–Clevenger or Kynch–Roberts methods). However, nowadays, computers play a more and more important role in CE practice. Both specific and general software solutions are essential. Whereas CE-specific software is adequate for graduates and professionals, general mathematical software can also be used in class. They can help to deliver certain competences included in the vast majority of CE curricula. For CE introductory courses, software with integrated functions and friendly interfaces are generally preferred over those that require to be familiarized with programming languages. Here, we describe the use of SMath Studio in 2nd-year engineering courses by nonfamiliarized students. SMath Studio is a comprehensive mathematical notebook, similar to Mathcad, but it is entirely free for personal or commercial use. In this study, student's opinion was surveyed. Around 70 students took part in the two-phase survey. The use of SMath allowed students to better understand the theoretical basis, fostered critical thinking, and increased their motivation to apply this software for solving other engineering problems. © 2020 Wiley Periodicals LLC","freeware; graphical methods; thickeners; unit operations","Clarification; Problem oriented languages; Students; Studios; Surveys; Engineering course; Engineering problems; Freeware softwares; Integrated function; Introductory course; Mathematical software; Software solution; Thickener designs; Curricula","Universidad de Concepción, UdeC: 17‐003","This study was supported by the University of Concepción (Innovative Teaching Project grant number 17‐003). A 2 C C 0 C u C 0 C u G n h L 0 3 L n 3 S C C 2 S T 2 t t n t u V C V t t","This study was supported by the University of Concepci?n (Innovative Teaching Project grant number 17-003).",,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-85088583455
"Dos Santos Macedo M., Pantoja G., Moreira M.A.","57221725069;57216446338;7103289296;","Atomic models in high school: A potentially meaningful teaching unit emphasizing epistemological description [Modelos atômicos no ensino médio: Uma unidade de ensino potencialmente significativa com ênfase em uma descrição epistemológica]",2020,"Investigacoes em Ensino de Ciencias","25","2",,"235","258",,,"10.22600/1518-8795.ienci2020v25n2p235","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099940688&doi=10.22600%2f1518-8795.ienci2020v25n2p235&partnerID=40&md5=7706c092cf2db1d2fbf42aca500b0f48","Instituto Federal do Oeste do Pará - Campus Santarém, Avenida Marechal Castelo Branco 621, Santarém, Pará, Brazil; Instituto de Ciências da Educação, Universidade Federal do Oeste do Pará, Rua marechal Rondon S/N, Santarém, Pará, Brazil; Instituto de Física, Universidade Federal do Rio Grande do Sul, Avenida Bento Gonçalves, Porto Alegre, Rio Grande do Sul, 9500, Brazil","Dos Santos Macedo, M., Instituto Federal do Oeste do Pará - Campus Santarém, Avenida Marechal Castelo Branco 621, Santarém, Pará, Brazil; Pantoja, G., Instituto de Ciências da Educação, Universidade Federal do Oeste do Pará, Rua marechal Rondon S/N, Santarém, Pará, Brazil; Moreira, M.A., Instituto de Física, Universidade Federal do Rio Grande do Sul, Avenida Bento Gonçalves, Porto Alegre, Rio Grande do Sul, 9500, Brazil","In this work, we present the results of the application of a Potentially Meaningful Teaching Unit of 10 classes on Atomic Models, emphasizing the epistemological construction, in a Kuhnian perspective, of the concept of Atom, for high school students of a city in the Amazonian Countryside. To study students' meaningful learning processes, we used Ausubel's Meaningful Learning theory and Text Discursive Analysis. The results derived from the comparison of results in initial activity and final learning verification evidence the evolution of conceptual, historical and epistemological views of students in qualitative terms, and to the quantitative increasement concerning conceptual and historical views. It is concluded that there is evidence of assimilation patterns indicating both derivative and correlative subsumption, in greater frequency, and superordination occurring a fewer number of times. © 2020 Universidade Federal do Rio Grande do Sul, Instituto de Fisica. All rights reserved.","Atomic Models; Meaningful Learning; PMTU",,,,,,,,,,,,,"Portuguese",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85099940688
"Schnorr S.M., Pietrocola M.","55809251900;35796172100;","The research in science and mathematics education with michel foucault: Propagation of foucauldian theorizing in the area (1990 to 2016) [A pesquisa em educação em ciências e matemática com michel foucault: Propagação da teorização foucaultiana na área (1990 a 2016)]",2020,"Investigacoes em Ensino de Ciencias","25","2",,"148","162",,,"10.22600/1518-8795.ienci2020v25n2p148","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099904147&doi=10.22600%2f1518-8795.ienci2020v25n2p148&partnerID=40&md5=14f4abee72251940caaf8fb588d771f6","Faculdade de Educação, Universidade de São Paulo, Av. da Universidade 308, São Paulo, Brazil","Schnorr, S.M., Faculdade de Educação, Universidade de São Paulo, Av. da Universidade 308, São Paulo, Brazil; Pietrocola, M., Faculdade de Educação, Universidade de São Paulo, Av. da Universidade 308, São Paulo, Brazil","As researchers announce the dissemination of the work of Michel Foucault in education, they also demonstrate a concern with how this framework is being used. In this sense, we are interested in understanding how the field of science and mathematics education is incorporating the ideas of the author. This work aimed to map research in science and mathematics education that develops Michel Foucault's concepts and describe how the author's work has been used in the area. We focused our research on the best-ranked Brazilian journals which address Teaching (strata A1 and A2), according to the Qualis system (organized by the Brazilian agency Coordination for the Improvement of Higher Education Personnel - CAPES). We selected 26 journals which focus on science and mathematics education (n=17) or in education as a whole (n=9). We analyzed all articles published between 1990 and 2016 and selected the ones which cited the work of Michel Foucault at least once and classified them into three categories (incidental, conceptual or working mode appropriation) according with how the authors approached the work of the philosopher. We first analyzed the data of the 238 articles categorized as having appropriated the Foucauldian ""working mode"". Then, we selected through keywords 18 texts to investigate deeper how the work of Foucault has been incorporated in the field of science and mathematics education. We found that his work has spread on researches in the field, which started to operate the Foucauldian ""working mode"", especially since the 2000s. The theoretical and methodological appropriation of Foucault frameworks in the analyzed articles is related to the procedures of discourse analysis, however we detected a limitation in the use of empirical sources. The authors usually use the work of Foucault as a methodological tool and to do second-order critics, investing in the ideas and practices already consolidated in the field. © 2020 Universidade Federal do Rio Grande do Sul, Instituto de Fisica. All rights reserved.","Foucauldian theorizing; Research in scientific journals; Science and mathematics education",,,,,,,,,,,,,"Portuguese",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85099904147
"Fernandes F.A.O., Marques C., Castelan J., Fritzen D., de Sousa R.J.A.","35610972400;57216541083;39361191500;55574979900;57219259240;","Learning processes in mechanics of structures: Allying analytical and numerical approaches",2020,"Education Sciences","10","4","114","","",,,"10.3390/educsci10040114","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083823661&doi=10.3390%2feducsci10040114&partnerID=40&md5=be65a6508463b750bc9d4e05d588ea3a","TEMA—Centre for Mechanical Technology and Automation, Department of Mechanical Engineering, University of Aveiro, Campus de Santiago, Aveiro, 3810-193, Portugal; SATC University, Rua Pascoal Meller, 73—Bairro Universitário, Criciúma, SC  88805-380, Brazil","Fernandes, F.A.O., TEMA—Centre for Mechanical Technology and Automation, Department of Mechanical Engineering, University of Aveiro, Campus de Santiago, Aveiro, 3810-193, Portugal; Marques, C., SATC University, Rua Pascoal Meller, 73—Bairro Universitário, Criciúma, SC  88805-380, Brazil; Castelan, J., SATC University, Rua Pascoal Meller, 73—Bairro Universitário, Criciúma, SC  88805-380, Brazil; Fritzen, D., SATC University, Rua Pascoal Meller, 73—Bairro Universitário, Criciúma, SC  88805-380, Brazil; de Sousa, R.J.A., TEMA—Centre for Mechanical Technology and Automation, Department of Mechanical Engineering, University of Aveiro, Campus de Santiago, Aveiro, 3810-193, Portugal","This paper reports pedagogical experiences and educational techniques in the field of Mechanics of Structures (Mechanical Engineering degree), resorting to computational tools. Several aspects are addressed, covering CAD (Computer-Aided Design) modelling systems to CAE (Computer-Aided Engineering) solutions, in terms of analysis and validation of mechanical resistance calculations. Therefore, structural mechanics fundamental concepts and mechanics of materials are also addressed. Particular focus is given on the development of curricula components related to Computer-Aided Design and Manufacturing. Doing so, three-dimensional structural modelling is applied to study the behaviour in selected simple case-studies where an external load is applied and the corresponding deflections are evaluated. Then, analytical and numerical analyses are performed and compared. During classes, patent aversion to solve analytical problems was clearly observed on the part of the students once calculus knowledge was required. The typical trend in engineering students, skipping the manual analytical methodology to solve a problem in order to go straight to numerical simulations via commercial Finite Element (FE) codes, was observed. The main focus of this work is, therefore, to determine the pedagogical effects of allying the analytical procedures and virtual simulators. It was possible to confirm the beneficial aspects of such methodology, considering that the regular engineering student has already a scientific basis on calculus and analytical process. Such knowledge will support mechanical project decisions, from model development to the analysis, and a sounding background to perform criticism of the results provided by the software. © 2020 by the authors. Licensee MDPI, Basel, Switzerland. T.","Analytical solutions; CAD/CAE; Education; Learning; Numerical solutions",,"Fundação para a Ciência e a Tecnologia, FCT: CENTRO-01-0145-FEDER-022083; European Regional Development Fund, ERDF","Funding: This work was supported by the projects UIDB/00481/2020 and UIDP/00481/2020 (FCT) Fundação para a Ciência e a Tecnologia; and CENTRO-01-0145-FEDER-022083—Centro Portugal Regional Operational Programme (Centro2020), under the PORTUGAL 2020 Partnership Agreement, through the European Regional Development Fund.","Acknowledgments: The authors would like to thank SATC Faculty for the technical and financial support to carry out this work. Research under grant CEECIND/01192/2017 acknowledges the support given by Fundação para a Ciência e a Tecnologia (FCT).","This work was supported by the projects UIDB/00481/2020 and UIDP/00481/2020 (FCT) Funda??o para a Ci?ncia e a Tecnologia; and CENTRO-01-0145-FEDER-022083?Centro Portugal Regional Operational Programme (Centro2020), under the PORTUGAL 2020 Partnership Agreement, through the European Regional Development Fund.",,,,,,,,"English",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85083823661
